what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.paste",1604060122061
executed,command,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.edit.text.java.format",1604060133927
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604060142181
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604060412869
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604060427148
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604060432878
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604060496118
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.paste",1604060502656
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604060533196
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604060550694
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604060603014
opened,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604060603239
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604060603460
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604060646523
opened,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604060646761
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604060647006
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604060659866
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.undo",1604060683665
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.undo",1604060684344
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604060697545
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604060705067
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604060705178
activated,view,org.eclipse.ui.console,3.9.200.v20200511-1122,"org.eclipse.ui.console.ConsoleView",1604060722312
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604060722535
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604060752588
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604060768112
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.text.contentAssist.proposals",1604060837389
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604060845725
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604060856877
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604060859539
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604060882722
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604060928348
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061022956
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061057655
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061205952
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061217379
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061354317
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061370699
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061391202
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061391926
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061633149
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061634811
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061677247
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604061827271
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604061830638
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061908625
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061926263
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.text.contentAssist.proposals",1604061959799
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.undo",1604061962872
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.undo",1604061963600
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604061970518
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062021838
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062041336
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062081085
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062106886
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062126608
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062128660
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062136416
executed,command,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1604062140202
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062142606
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062143567
executed,command,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1604062143659
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.cut",1604062148475
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.paste",1604062149899
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062155447
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062229540
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604062231653
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062236688
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062243854
opened,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062244027
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062244268
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062246888
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062255200
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604062274931
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062277647
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062277800
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604062283343
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062286142
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062287920
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062288090
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062290403
opened,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062292962
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062293193
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604062295729
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062295917
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604062296964
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062298918
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062299601
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.delete",1604062299620
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062299764
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062308260
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062312946
opened,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062313100
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062313385
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604062329833
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062331416
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604062331506
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.text.contentAssist.proposals",1604062352981
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604062418763
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062426557
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062435773
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062436876
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062458395
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604062481103
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062560844
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062753738
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062759496
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062788092
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062794919
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062821292
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062823425
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062886523
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062931601
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062964364
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604062978037
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604063178353
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604063179290
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604063936583
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604063939411
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604063947786
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.text.contentAssist.proposals",1604063961686
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604063982615
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604063985361
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604063985453
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.text.contentAssist.proposals",1604063996684
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604064019987
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064021718
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064021816
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604064024433
opened,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064024676
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064024940
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.edit.text.contentAssist.proposals",1604064045503
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604064099129
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604064137474
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064137799
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604064164571
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604064164831
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604064171108
opened,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064171349
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064171587
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604064197482
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064199224
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604064223392
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604064223633
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064248154
executed,command,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1604064268838
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604064271665
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604064277520
executed,command,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1604064277663
executed,command,org.eclipse.ui,3.117.0.v20200518-1705,"org.eclipse.ui.file.save",1604064280441
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064282502
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604064323970
opened,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064324236
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064324487
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064334293
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604064356103
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604064370974
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604065131580
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604065134236
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604065157649
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604065255606
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604065256019
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604065321414
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604065323917
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604065383970
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604065388553
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604065391134
opened,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604065391354
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604065391598
