what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604080394830
opened,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604080399803
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604080400090
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604080404000
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604080426140
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604080428710
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604080442332
activated,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604080444996
opened,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604080445228
activated,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604080445554
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604080446588
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604081026704
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604081029354
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604081030582
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1604081030731
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604081030840
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604081034520
deactivated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604081035578
activated,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604081036575
closed,view,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.PackageExplorer",1604081036684
closed,view,org.eclipse.mylyn.tasks.ui,3.24.2.v20180905-0003,"org.eclipse.mylyn.tasks.ui.views.tasks",1604081036769
closed,view,org.eclipse.ui.views,,"org.eclipse.ui.views.ContentOutline",1604081036885
closed,view,org.eclipse.debug.ui,3.14.500.v20200520-0842,"org.eclipse.debug.ui.DebugView",1604081037048
closed,view,org.eclipse.ui.navigator.resources,3.7.300.v20200417-1241,"org.eclipse.ui.navigator.ProjectExplorer",1604081037122
closed,view,org.eclipse.jdt.debug.ui,3.11.0.v20200525-2012,"org.eclipse.jdt.debug.ui.DisplayView",1604081037162
closed,view,org.eclipse.ui.ide,3.17.100.v20200530-0835,"org.eclipse.ui.views.ProblemView",1604081037178
closed,view,org.eclipse.ui.console,3.9.200.v20200511-1122,"org.eclipse.ui.console.ConsoleView",1604081037211
closed,view,org.eclipse.debug.ui,3.14.500.v20200520-0842,"org.eclipse.debug.ui.VariableView",1604081037250
closed,view,org.eclipse.debug.ui,3.14.500.v20200520-0842,"org.eclipse.debug.ui.ExpressionView",1604081037289
closed,view,org.eclipse.debug.ui,3.14.500.v20200520-0842,"org.eclipse.debug.ui.BreakpointView",1604081037334
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604081037379
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604081037442
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604081037523
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604081037566
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604081037675
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604081037692
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604081037709
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604081037724
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604081037739
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604081037754
closed,editor,org.eclipse.jdt.ui,3.21.100.v20200602-0959,"org.eclipse.jdt.ui.CompilationUnitEditor",1604081037782
closed,workbench,org.eclipse.ui.workbench,3.119.0.v20200521-1247,"",1604081038227
stopped,bundle,org.eclipse.m2e.logback.configuration,1.16.0.20200318-1040,"org.eclipse.m2e.logback.configuration",1604081039172
stopped,bundle,org.springframework.ide.eclipse.boot.dash,3.9.14.202007241544-CI-B2599,"org.springframework.ide.eclipse.boot.dash",1604081039188
stopped,bundle,org.springframework.ide.eclipse.boot.restart,3.9.14.202007241544-CI-B2599,"org.springframework.ide.eclipse.boot.restart",1604081039188
stopped,bundle,org.springframework.ide.eclipse.boot.launch,3.9.14.202007241544-CI-B2599,"org.springframework.ide.eclipse.boot.launch",1604081039188
stopped,bundle,org.springframework.ide.eclipse.boot.validation,3.9.14.202007241544-CI-B2599,"org.springframework.ide.eclipse.boot.validation",1604081039189
stopped,bundle,org.springframework.ide.eclipse.boot.refactoring,3.9.14.202007241544-CI-B2599,"org.springframework.ide.eclipse.boot.refactoring",1604081039190
stopped,bundle,org.springframework.ide.eclipse.editor.support,3.9.14.202007241544-CI-B2599,"org.springframework.ide.eclipse.editor.support",1604081039221
stopped,bundle,org.springframework.ide.eclipse.boot,3.9.14.202007241544-CI-B2599,"org.springframework.ide.eclipse.boot",1604081039221
stopped,bundle,org.springframework.ide.eclipse.xml.namespaces,3.9.14.202007241544-CI-B2599,"org.springframework.ide.eclipse.xml.namespaces",1604081039247
stopped,bundle,org.springframework.ide.eclipse.beans.ui.live,3.9.14.202007241544-CI-B2599,"org.springframework.ide.eclipse.beans.ui.live",1604081039266
stopped,bundle,org.springsource.ide.eclipse.commons.frameworks.ui,3.9.14.202007202144-CI-B521,"org.springsource.ide.eclipse.commons.frameworks.ui",1604081039267
stopped,bundle,org.springsource.ide.eclipse.commons.ui,3.9.14.202007202144-CI-B521,"org.springsource.ide.eclipse.commons.ui",1604081039267
stopped,bundle,org.springsource.ide.eclipse.commons.core,3.9.14.202007202144-CI-B521,"org.springsource.ide.eclipse.commons.core",1604081039267
stopped,bundle,org.eclipse.cdt,7.0.2.201102110609,"org.eclipse.cdt",1604081039267
stopped,bundle,org.eclipse.cdt.doc.user,5.1.0.201102110609,"org.eclipse.cdt.doc.user",1604081039293
stopped,bundle,org.eclipse.ui.cheatsheets,3.5.800.v20200522-1354,"org.eclipse.ui.cheatsheets",1604081039307
stopped,bundle,org.eclipse.help.ui,4.1.900.v20200525-0615,"org.eclipse.help.ui",1604081039327
stopped,bundle,org.eclipse.help.webapp,3.9.900.v20200525-1514,"org.eclipse.help.webapp",1604081039345
stopped,bundle,org.eclipse.epp.mpc.ui,1.8.3.v20200526-1554,"org.eclipse.epp.mpc.ui",1604081039345
stopped,bundle,org.eclipse.ui.intro.universal,3.3.900.v20200330-1059,"org.eclipse.ui.intro.universal",1604081039345
stopped,bundle,org.eclipse.ui.intro.quicklinks,1.0.500.v20200515-1758,"org.eclipse.ui.intro.quicklinks",1604081039345
stopped,bundle,org.eclipse.wildwebdeveloper.xml,0.8.0.202006021616,"org.eclipse.wildwebdeveloper.xml",1604081039362
stopped,bundle,org.eclipse.lsp4e,0.13.3.202007221459,"org.eclipse.lsp4e",1604081039363
stopped,bundle,org.eclipse.ui.intro,3.5.1000.v20200525-1037,"org.eclipse.ui.intro",1604081039363
stopped,bundle,org.eclipse.help.base,4.2.1000.v20200604-0540,"org.eclipse.help.base",1604081039363
stopped,bundle,org.eclipse.equinox.http.jetty,3.7.400.v20200123-1333,"org.eclipse.equinox.http.jetty",1604081039567
stopped,bundle,org.eclipse.buildship.ui,3.1.4.v20200326-1743,"org.eclipse.buildship.ui",1604081039567
stopped,bundle,org.eclipse.buildship.core,3.1.4.v20200326-1743,"org.eclipse.buildship.core",1604081039567
stopped,bundle,org.eclipse.m2e.binaryproject.ui,1.16.0.20200318-0852,"org.eclipse.m2e.binaryproject.ui",1604081039715
